Time,Title,Types,Number of reads,Comments,Author
03-09 15:39,致新股東信函 - 關於日後收取公司通訊的指,公告,1376,0,长和资讯
03-09 15:39,建議於股東週年大會上選舉董事、建議授權董,公告,1370,0,长和资讯
03-09 15:39,截至二零一零年七月三十一日止月份之股份發,公告,1474,0,长和资讯
03-09 15:38,截至二零一零年六月三十日止月份之股份發行,公告,1146,0,长和资讯
03-09 15:38,董事會召開日期,公告,1139,0,长和资讯
03-09 15:38,截至二零一零年五月三十一日止月份之股份發,公告,1402,0,长和资讯
03-09 15:38,二零一零年五月二十七日舉行之股東週年大會,公告,1457,0,长和资讯
03-09 15:37,截至二零一零年四月三十日止月份之股份發行,公告,1174,0,长和资讯
03-09 15:37,股東週年大會通告,公告,1199,0,长和资讯
03-09 15:37,回條,公告,1207,0,长和资讯
03-09 15:37,致新股東之函件 - 關於日後收取公司通訊的,公告,1178,0,长和资讯
03-09 15:37,代表委任表格,公告,1224,0,长和资讯
03-09 15:37,致現有股東之函件 - 選擇收取公司通訊之語,公告,1294,0,长和资讯
03-09 15:36,回條,公告,1683,0,长和资讯
03-09 15:36,致股東信函 - 選擇公司通訊之收取方式及語,公告,1488,0,长和资讯
03-09 15:36,選擇公司通訊之收取方式及語言版本,公告,1128,0,长和资讯
03-09 15:36,截至二零一零年十二月三十一日止月份之股份,公告,1072,0,长和资讯
03-09 15:36,董事會召開日期,公告,1103,0,长和资讯
03-09 15:36,截至二零一一年一月三十一日止月份之股份發,公告,1846,0,长和资讯
03-09 15:36,截至二零一零年十一月三十日止月份之股份發,公告,1432,0,长和资讯
03-09 15:35,截至二零一零年十月三十一日止月份之股份發,公告,1732,0,长和资讯
03-09 15:34,截至二零一零年九月三十日止月份之股份發行,公告,1542,0,长和资讯
03-09 15:33,二零一零年度全年業績,公告,1101,0,长和资讯
03-09 15:32,截至二零一一年二月二十八日止月份之股份發,公告,2267,0,长和资讯
03-09 15:31,截至二零一一年三月三十一日止月份之股份發,公告,1576,0,长和资讯
03-09 15:31,截至二零一零年八月三十一日止月份之股份發行人的證券,公告,776,0,长和资讯
03-09 15:31,致現有股東之通知信函 - 二零一零年度中期報告已在網,公告,963,0,长和资讯
03-09 15:31,回條,公告,1238,0,长和资讯
03-09 15:31,二零一零年度中期報告,公告,1127,0,长和资讯
03-09 15:31,建議於股東週年大會上選舉董事、建議授權董事會發行新,公告,884,0,长和资讯
03-09 15:31,股東週年大會通告,公告,1040,0,长和资讯
03-09 15:30,代表委任表格,公告,1081,0,长和资讯
03-09 14:13,截至二零一一年十一月三十日止月份之股份發行人的證券,公告,681,0,长和资讯
03-09 14:13,截至二零一一年十月三十一日止月份之股份發行人的證券,公告,697,0,长和资讯
03-09 14:12,截至二零一一年九月三十日止月份之股份發行人的證券變,公告,725,0,长和资讯
03-09 14:12,截至二零一一年八月三十一日止月份之股份發行人的證券,公告,794,0,长和资讯
03-09 14:12,二零一一年度中期業績,公告,703,0,长和资讯
03-09 14:12,非登記持有人適用之申請表格,公告,703,0,长和资讯
03-09 14:12,致非登記持有人之通知信函 - 有關(1) 二零一零年年報,公告,670,0,长和资讯
03-09 14:12,登記持有人適用之申請表格,公告,1013,0,长和资讯
03-09 14:10,致登記持有人之通知信函 - 有關(1) 二零一零年年報、(,公告,699,0,长和资讯
03-09 14:10,截至二零一一年四月三十日止月份之股份發行人的證券變,公告,1001,0,长和资讯
03-09 14:10,二零一一年五月二十日舉行之股東週年大會 - 投票表決,公告,759,0,长和资讯
03-09 14:10,截至二零一一年五月三十一日止月份之股份發行人的證券,公告,983,0,长和资讯
03-09 14:10,董事會召開日期,公告,1057,0,长和资讯
03-09 14:10,截至二零一一年六月三十日止月份之股份發行人的證券變,公告,1090,0,长和资讯
03-09 14:10,截至二零一一年七月三十一日止月份之股份發行人的證券,公告,977,0,长和资讯
03-09 14:09,二零一零年年報,公告,1018,0,长和资讯
03-09 14:09,致登記持有人之通知信函 – 有關二零一一年度中期報告,公告,1155,0,长和资讯
03-09 14:09,二零一一年度中期報告,公告,1032,0,长和资讯
03-09 14:09,登記持有人適用之申請表格,公告,1048,0,长和资讯
03-09 14:09,致非登記持有人之通知信函 - 有關二零一一年度中期報,公告,1016,0,长和资讯
03-09 14:09,非登記持有人適用之申請表格,公告,1488,0,长和资讯
03-09 14:09,組織章程大綱及細則,公告,2016,0,长和资讯
03-09 14:09,審核委員會之職權範圍,公告,1130,0,长和资讯
03-09 14:09,董事名單與其角色及職能,公告,670,0,长和资讯
03-09 14:09,截至二零一二年六月三十日止月份之股份發行人的證券變,公告,599,0,长和资讯
03-09 14:09,截至二零一二年二月二十九日止月份之股份發行人的證券,公告,1051,0,长和资讯
03-09 14:09,薪酬委員會之職權範圍,公告,746,0,长和资讯
03-09 14:09,截至二零一一年十二月三十一日止月份之股份發行人的證,公告,595,0,长和资讯
03-09 14:09,截至二零一二年一月三十一日止月份之股份發行人的證券,公告,675,0,长和资讯
03-09 14:09,董事會召開日期,公告,1238,0,长和资讯
03-09 14:09,二零一一年度全年業績,公告,652,0,长和资讯
03-09 14:09,截至二零一二年三月三十一日止月份之股份發行人的證券,公告,605,0,长和资讯
03-09 14:09,致非登記持有人之通知信函 – 有關 (1) 二零一一年年,公告,716,0,长和资讯
03-09 14:09,登記持有人適用之申請表格,公告,629,0,长和资讯
03-09 14:09,致登記持有人之通知信函 – 有關 (1) 二零一一年年報,公告,875,0,长和资讯
03-09 14:09,代表委任表格,公告,579,0,长和资讯
03-09 14:09,建議於股東週年大會上選舉董事、建議委任新核數師、建,公告,2144,0,长和资讯
03-09 14:08,截至二零一二年四月三十日止月份之股份發行人的證券變,公告,1169,0,长和资讯
03-09 14:08,截至二零一二年五月三十一日止月份之股份發行人的證券,公告,397,0,长和资讯
03-09 14:08,二零一一年年報,公告,621,0,长和资讯
03-09 14:08,建議委任新核數師,公告,606,0,长和资讯
03-09 14:08,非登記持有人適用之申請表格,公告,576,0,长和资讯
03-09 14:08,登記持有人適用之申請表格,公告,872,0,长和资讯
03-09 14:08,二零一二年度中期報告,公告,1123,0,长和资讯
03-09 14:08,致登記持有人之通知信函 – 有關二零一二年度中期報告,公告,835,0,长和资讯
03-09 14:08,截至二零一二年七月三十一日止月份之股份發行人的證券,公告,601,0,长和资讯
03-09 14:08,股東週年大會通告,公告,1019,0,长和资讯
03-09 14:07,二零一二年五月二十五日舉行之股東週年大會 - 投票表,公告,321,0,长和资讯
03-09 14:07,董事會召開日期,公告,544,0,长和资讯
03-09 14:07,關連交易 – 成立一間合營企業,公告,505,0,长和资讯
03-09 14:07,二零一二年度中期業績,公告,587,0,长和资讯
03-09 14:07,公告 - 建議出售酒店套房業務及將其於聯交所主板作獨,公告,612,0,长和资讯
03-09 14:07,公告 - 建議出售酒店套房業務及將其於聯交所主板作獨,公告,576,0,长和资讯
03-09 14:07,截至二零一二年十月三十一日止月份之股份發行人的證券,公告,701,0,长和资讯
03-09 14:07,截至二零一二年八月三十一日止月份之股份發行人的證券,公告,804,0,长和资讯
03-09 14:07,公告 - 建議出售酒店套房業務及將其於香港聯合交易所,公告,390,0,长和资讯
03-09 14:07,截至二零一二年九月三十日止月份之股份發行人的證券變,公告,602,0,长和资讯
03-09 11:48,非登記持有人適用之申請表格,公告,590,0,长和资讯
03-09 11:48,致非登記持有人之通知信函 - 有關二零一二年度中期報,公告,326,0,长和资讯
03-09 11:48,截至二零一二年十一月三十日止月份之股份發行人的證券,公告,344,0,长和资讯
03-06 19:58,重組方案 - 以協議安排方式將本集團的控股公司由長江,公告,718,0,长和资讯
03-04 08:26,截至二零一五年二月二十八日止月份之股份發行人的證券,公告,656,0,长和资讯
03-03 00:00,2014年净利润同比大增53%，符合我们的预测,研报,879,0,长和资讯
03-02 00:00,长江实业升目标价至184.35元，评级买入,研报,568,0,长和资讯
02-27 10:48,长江实业去年内地收入大幅萎缩,资讯,843,0,长和资讯
02-27 09:02,长江实业去年纯利增长53% 好于市场预期,资讯,931,0,长和资讯
02-27 00:00,业绩焦点,研报,782,0,长和资讯
02-26 17:24,二零一四年度全年業績,公告,900,0,长和资讯
02-25 14:29,交易所通告 - 復牌,公告,741,0,长和资讯
02-25 14:29,董事名單與其角色及職能,公告,779,0,长和资讯
02-25 13:19,董事會召開日期,公告,677,0,长和资讯
02-25 13:19,截至二零一二年十二月三十一日止月份之股份發行人的證,公告,684,0,长和资讯
02-25 13:19,截至二零一三年一月三十一日止月份之股份發行人的證券,公告,657,0,长和资讯
02-25 10:50,非執行董事之委任,公告,749,0,长和资讯
02-25 09:15,短暫停牌,公告,976,0,长和资讯
02-25 09:15,交易所通告 - 短暫停牌,公告,736,0,长和资讯
02-17 00:00,料全年核心盈利升13%，不计和黄则跌13%,研报,841,0,长和资讯
02-13 19:23,預期寄發和黃計劃文件的日期,公告,866,0,长和资讯
02-10 20:27,董事會召開日期,公告,695,0,长和资讯
02-06 07:53,股東大會代表委任表格,公告,833,0,长和资讯
02-06 07:53,股東大會通告,公告,965,0,长和资讯
02-06 07:53,法院指令股東大會通告,公告,1397,0,长和资讯
02-06 07:53,日期為二零一五年二月六日之重組方案 - 以,公告,1022,0,长和资讯
02-06 07:53,法院指令股東大會代表委任表格,公告,933,0,长和资讯
02-06 07:53,公告 - 重組方案 - 以協議安排方式將本集團,公告,908,0,长和资讯
02-04 08:06,截至二零一五年一月三十一日止月份之股份發,公告,757,0,长和资讯
01-28 07:46,關連交易 - 股份認購及成立合資企業,公告,957,0,长和资讯
01-14 00:00,将合并和记黄埔并剥离地产业务,研报,1816,0,长和资讯
01-09 18:09,1. 以協議安排方式將長實集團的控股公司由,公告,2331,0,长和资讯
01-06 07:55,截至二零一四年十二月三十一日止月份之股份,公告,1554,1,长和资讯
12-25 00:00,投得两年来首个地块,研报,1470,0,长和资讯
12-03 08:25,截至二零一四年十一月三十日止月份之股份發,公告,1108,0,长和资讯
11-05 07:49,截至二零一四年十月三十一日止月份之股份發,公告,1132,0,长和资讯
11-05 07:46,有關飛機收購之須予披露交易,公告,1185,0,长和资讯
10-07 21:06,截至二零一四年九月三十日止月份之股份發行,公告,1329,0,长和资讯
09-05 19:00,自願披露 - 有關合營公司提出要約收購 ENVE,公告,1472,0,长和资讯
09-03 21:33,截至二零一四年八月三十一日止月份之股份發,公告,1225,0,长和资讯
08-14 21:28,二零一四年度中期報告,公告,2069,0,长和资讯
08-14 21:28,致登記持有人之通知信函 - 有關二零一四年,公告,1325,0,长和资讯
08-14 21:28,登記持有人適用之申請表格,公告,1407,0,长和资讯
08-14 21:26,致非登記持有人之通知信函 - 有關二零一四,公告,1172,0,长和资讯
08-14 21:26,非登記持有人適用之申請表格,公告,1207,0,长和资讯
08-07 20:58,自願披露 - 有關合營公司提出要約收購 Enve,公告,2375,1,长和资讯
08-04 21:45,截至二零一四年七月三十一日止月份之股份發,公告,1140,0,长和资讯
08-04 09:24,內幕消息,公告,2189,1,长和资讯
08-01 00:00,业绩焦点,研报,799,0,长和资讯
07-31 18:03,二零一四年度中期業績,公告,3018,2,长和资讯
07-03 21:59,截至二零一四年六月三十日止月份之股份發行,公告,2579,3,长和资讯
06-27 19:36,董事會召開日期,公告,1449,0,长和资讯
06-05 08:43,截至二零一四年五月三十一日止月份之股份發,公告,1464,0,长和资讯
05-30 09:18,成立合營公司,公告,1887,0,长和资讯
05-24 10:40,組織章程細則,公告,2541,0,长和资讯
05-24 10:37,二零一四年五月十六日舉行之股東週年大會 - 投票表決,公告,4232,7,长和资讯
05-24 10:19,截至二零一四年四月三十日止月份之股份發行人的證券變,公告,2621,2,长和资讯
05-24 10:17,購入ENVESTRA LIMITED之不具約束有條件建議,公告,1481,0,长和资讯
05-24 08:56,淡馬錫完成於A.S. Watson Holdings Limited之24.95%間,公告,2296,0,长和资讯
05-24 08:46,截至二零一四年一月三十一日止月份之股份發行人的證券,公告,2899,3,长和资讯
05-24 08:23,截至二零一四年二月二十八日止月份之股份發行人的證券,公告,2593,2,长和资讯
05-24 08:10,截至二零一四年三月三十一日止月份之股份發行人的證券,公告,1237,0,长和资讯
05-24 07:57,致登記持有人之通知信函 – 有關 (1) 二零一三年年報,公告,2108,0,长和资讯
05-24 07:57,建議於股東週年大會上選舉董事、建議授權董事會發行新,公告,2107,0,长和资讯
05-24 07:57,致非登記持有人之通知信函 – 有關 (1) 二零一三年年,公告,1653,0,长和资讯
05-24 07:57,登記持有人適用之申請表格,公告,1613,0,长和资讯
05-24 07:57,非登記持有人適用之申請表格,公告,1624,0,长和资讯
05-24 07:57,股東週年大會通告,公告,1890,0,长和资讯
05-24 07:56,代表委任表格,公告,1752,0,长和资讯
05-24 07:55,二零一三年年報,公告,2880,0,长和资讯
05-24 07:09,內幕消息 - 屈臣氏有限公司零售業務策略檢討及淡馬錫,公告,1652,0,长和资讯
05-24 06:28,二零一三年度全年業績,公告,1556,0,长和资讯
05-24 05:50,截至二零一三年十一月三十日止月份之股份發行人的證券,公告,1160,0,长和资讯
05-24 05:49,截至二零一三年十二月三十一日止月份之股份發行人的證,公告,1325,0,长和资讯
05-24 05:26,董事會召開日期,公告,1829,0,长和资讯
05-24 05:05,董事會召開日期,公告,1714,0,长和资讯
05-24 04:09,截至二零一三年十月三十一日止月份之股份發行人的證券,公告,1626,0,长和资讯
05-24 02:33,截至二零一三年九月三十日止月份之股份發行人的證券變,公告,1011,0,长和资讯
05-24 00:50,二零一三年五月二十一日舉行之股東週年大會 - 投票表,公告,1093,0,长和资讯
05-24 00:44,根據上市規則第13.09(2)(a)條及證券及期貨條例第XIVA,公告,1444,0,长和资讯
05-24 00:33,截至二零一三年五月三十一日止月份之股份發行人的證券,公告,1367,0,长和资讯
05-24 00:30,董事名單與其角色及職能,公告,1370,0,长和资讯
05-24 00:30,截至二零一三年四月三十日止月份之股份發行人的證券變,公告,2659,0,长和资讯
05-24 00:18,截至二零一三年六月三十日止月份之股份發行人的證券變,公告,1163,0,长和资讯
05-23 23:55,截至二零一三年七月三十一日止月份之股份發行人的證券,公告,1302,0,长和资讯
05-23 23:47,截至二零一三年八月三十一日止月份之股份發行人的證券,公告,1853,0,长和资讯
05-23 21:54,非登記持有人適用之申請表格,公告,1350,0,长和资讯
05-23 21:54,致登記持有人之通知信函 - 有關二零一三年度中期報告,公告,1383,0,长和资讯
05-23 21:54,登記持有人適用之申請表格,公告,1542,0,长和资讯
05-23 21:54,致非登記持有人之通知信函 - 有關二零一三年度中期報,公告,1180,0,长和资讯
05-23 21:54,二零一三年度中期報告,公告,2202,0,长和资讯
05-23 21:39,進一步公告 - 關連交易 - 成立一間合營企業,公告,1043,0,长和资讯
05-23 21:34,二零一三年度中期業績,公告,1876,0,长和资讯
05-23 21:00,董事會召開日期,公告,1696,0,长和资讯
05-23 20:48,關連交易 - 成立一間合營企業（1038）,公告,1564,0,长和资讯
03-02 00:00,业绩焦点,研报,115,0,长和资讯
03-26 00:00,二零零八年度全年業績,公告,54,0,长和资讯
03-27 00:00,二零零七年度全年業績,公告,52,0,长和资讯
